time,ball1_x,ball1_y,ball2_x,ball2_y,ball3_x,ball3_y,ball4_x,ball4_y,ball5_x,ball5_y
7327.0,132.61,444.42,191.42,58.98,50.07,64.4,369.86,206.4,254.1,230.42
7327.5,132.33,444.09,191.88,59.45,50.07,64.09,370.17,206.73,254.29,230.44
7328.0,132.05,443.75,192.34,59.91,50.06,63.77,370.49,207.05,254.49,230.46
7328.5,131.78,443.42,192.8,60.37,50.05,63.45,370.81,207.38,254.68,230.47
7329.0,131.5,443.08,193.26,60.83,50.04,63.14,371.13,207.71,254.87,230.49
7329.5,131.22,442.75,193.71,61.3,50.03,62.82,371.45,208.03,255.07,230.51
7330.0,130.95,442.41,194.17,61.76,50.02,62.5,371.77,208.36,255.26,230.53
7330.5,130.67,442.08,194.63,62.22,50.01,62.19,372.09,208.69,255.46,230.54
7331.0,130.39,441.74,195.09,62.68,50.01,61.87,372.41,209.01,255.65,230.56
7331.5,130.11,441.41,195.55,63.15,50.0,61.55,372.73,209.34,255.84,230.58
7332.0,129.84,441.07,196.0,63.61,49.99,61.23,373.05,209.67,256.04,230.59
7332.5,129.56,440.74,196.46,64.07,49.98,60.92,373.37,210.0,256.23,230.61
7333.0,129.28,440.4,196.92,64.53,49.97,60.6,373.69,210.32,256.43,230.63
7333.5,129.01,440.07,197.38,64.99,49.96,60.28,374.01,210.65,256.62,230.65
7334.0,128.73,439.73,197.84,65.46,49.95,59.97,374.33,210.98,256.81,230.66
7334.5,128.45,439.4,198.29,65.92,49.95,59.65,374.64,211.3,257.01,230.68
7335.0,128.18,439.06,198.75,66.38,49.94,59.33,374.96,211.63,257.2,230.7
7335.5,127.9,438.73,199.21,66.84,49.93,59.02,375.28,211.96,257.39,230.71
7336.0,127.62,438.39,199.67,67.31,49.92,58.7,375.6,212.28,257.59,230.73
7336.5,127.34,438.06,200.12,67.77,49.91,58.38,375.92,212.61,257.78,230.75
7337.0,127.07,437.72,200.58,68.23,49.9,58.07,376.24,212.94,257.98,230.77
7337.5,126.79,437.39,201.04,68.69,49.9,57.75,376.56,213.27,258.17,230.78
7338.0,126.51,437.05,201.5,69.16,49.89,57.43,376.88,213.59,258.36,230.8
7338.5,126.24,436.72,201.96,69.62,49.88,57.12,377.2,213.92,258.56,230.82
7339.0,125.96,436.38,202.41,70.08,49.87,56.8,377.52,214.25,258.75,230.83
7339.5,125.68,436.05,202.87,70.54,49.86,56.48,377.84,214.57,258.95,230.85
7340.0,125.41,435.71,203.33,71.0,49.85,56.16,378.16,214.9,259.14,230.87
7340.5,125.13,435.38,203.79,71.47,49.84,55.85,378.48,215.23,259.33,230.89
7341.0,124.85,435.04,204.25,71.93,49.84,55.53,378.8,215.55,259.53,230.9
7341.5,124.57,434.71,204.7,72.39,49.83,55.21,379.11,215.88,259.72,230.92
7342.0,124.3,434.37,205.16,72.85,49.82,54.9,379.43,216.21,259.92,230.94
7342.5,124.02,434.04,205.62,73.32,49.81,54.58,379.75,216.54,260.11,230.95
7343.0,123.74,433.7,206.08,73.78,49.8,54.26,380.07,216.86,260.3,230.97
7343.5,123.47,433.37,206.54,74.24,49.79,53.95,380.39,217.19,260.5,230.99
7344.0,123.19,433.03,206.99,74.7,49.78,53.63,380.71,217.52,260.69,231.0
7344.5,122.91,432.7,207.45,75.17,49.78,53.31,381.03,217.84,260.88,231.02
7345.0,122.64,432.36,207.91,75.63,49.77,53.0,381.35,218.17,261.08,231.04
7345.5,122.36,432.03,208.37,76.09,49.76,52.68,381.67,218.5,261.27,231.06
7346.0,122.08,431.69,208.82,76.55,49.75,52.36,381.99,218.82,261.47,231.07
7346.5,121.8,431.36,209.28,77.01,49.74,52.04,382.31,219.15,261.66,231.09
7347.0,121.53,431.02,209.74,77.48,49.73,51.73,382.63,219.48,261.85,231.11
7347.5,121.25,430.69,210.2,77.94,49.73,51.41,382.95,219.81,262.05,231.12
7348.0,120.97,430.35,210.66,78.4,49.72,51.09,383.27,220.13,262.24,231.14
7348.5,120.7,430.02,211.11,78.86,49.71,50.78,383.59,220.46,262.44,231.16
7349.0,120.42,429.68,211.57,79.33,49.7,50.46,383.9,220.79,262.63,231.18
7349.5,120.14,429.35,212.03,79.79,49.69,50.14,384.22,221.11,262.82,231.19
7350.0,119.87,429.01,212.49,80.25,49.68,49.83,384.54,221.44,263.02,231.21
7350.5,119.59,428.68,212.95,80.71,49.67,49.51,384.86,221.77,263.21,231.23
7351.0,119.31,428.34,213.4,81.18,49.67,49.19,385.18,222.09,263.41,231.24
7351.5,119.03,428.01,213.86,81.64,49.66,48.88,385.5,222.42,263.6,231.26
7352.0,118.76,427.67,214.32,82.1,49.65,48.56,385.82,222.75,263.79,231.28
7352.5,118.48,427.34,214.78,82.56,49.64,48.24,386.14,223.08,263.99,231.3
7353.0,118.2,427.0,215.24,83.02,49.63,47.92,386.46,223.4,264.18,231.31
7353.5,117.93,426.67,215.69,83.49,49.62,47.61,386.78,223.73,264.37,231.33
7354.0,117.65,426.33,216.15,83.95,49.61,47.29,387.1,224.06,264.57,231.35
7354.5,117.37,426.0,216.61,84.41,49.61,46.97,387.42,224.38,264.76,231.36
7355.0,117.1,425.66,217.07,84.87,49.6,46.66,387.74,224.71,264.96,231.38
7355.5,116.82,425.33,217.52,85.34,49.59,46.34,388.06,225.04,265.15,231.4
7356.0,116.54,424.99,217.98,85.8,49.58,46.02,388.37,225.36,265.34,231.42
7356.5,116.26,424.66,218.44,86.26,49.57,45.71,388.69,225.69,265.54,231.43
7357.0,115.99,424.32,218.9,86.72,49.56,45.39,389.01,226.02,265.73,231.45
7357.5,115.71,423.99,219.36,87.19,49.56,45.07,389.33,226.35,265.93,231.47
7358.0,115.43,423.65,219.81,87.65,49.55,44.76,389.65,226.67,266.12,231.48
7358.5,115.16,423.32,220.27,88.11,49.54,44.44,389.97,227.0,266.31,231.5
7359.0,114.88,422.98,220.73,88.57,49.53,44.12,390.29,227.33,266.51,231.52
7359.5,114.6,422.65,221.19,89.03,49.52,43.81,390.61,227.65,266.7,231.53
7360.0,114.33,422.31,221.65,89.5,49.51,43.49,390.93,227.98,266.9,231.55
7360.5,114.05,421.98,222.1,89.96,49.5,43.17,391.25,228.31,267.09,231.57
7361.0,113.77,421.64,222.56,90.42,49.5,42.85,391.57,228.63,267.28,231.59
7361.5,113.49,421.31,223.02,90.88,49.49,42.54,391.89,228.96,267.48,231.6
7362.0,113.22,420.97,223.48,91.35,49.48,42.22,392.21,229.29,267.67,231.62
7362.5,112.94,420.64,223.94,91.81,49.47,41.9,392.53,229.62,267.87,231.64
7363.0,112.66,420.3,224.39,92.27,49.46,41.59,392.84,229.94,268.06,231.65
7363.5,112.39,419.97,224.85,92.73,49.45,41.27,393.16,230.27,268.25,231.67
7364.0,112.11,419.63,225.31,93.2,49.44,40.95,393.48,230.6,268.45,231.69
7364.5,111.83,419.3,225.77,93.66,49.44,40.64,393.8,230.92,268.64,231.71
7365.0,111.56,418.96,226.22,94.12,49.43,40.32,394.12,231.25,268.83,231.72
7365.5,111.28,418.63,226.68,94.58,49.42,40.0,394.44,231.58,269.03,231.74
7366.0,111.0,418.29,227.14,95.04,49.41,39.69,394.76,231.9,269.22,231.76
7366.5,110.72,417.96,227.6,95.51,49.4,39.37,395.08,232.23,269.42,231.77
7367.0,110.45,417.62,228.06,95.97,49.39,39.05,395.4,232.56,269.61,231.79
7367.5,110.17,417.29,228.51,96.43,49.39,38.73,395.72,232.89,269.8,231.81
7368.0,109.89,416.95,228.97,96.89,49.38,38.42,396.04,233.21,270.0,231.83
7368.5,109.62,416.62,229.43,97.36,49.37,38.1,396.36,233.54,270.19,231.84
7369.0,109.34,416.28,229.89,97.82,49.36,37.78,396.68,233.87,270.39,231.86
7369.5,109.06,415.95,230.35,98.28,49.35,37.47,397.0,234.19,270.58,231.88
7370.0,108.79,415.61,230.8,98.74,49.34,37.15,397.31,234.52,270.77,231.89
7370.5,108.51,415.28,231.26,99.2,49.33,36.83,397.63,234.85,270.97,231.91
7371.0,108.23,414.94,231.72,99.67,49.33,36.52,397.95,235.17,271.16,231.93
7371.5,107.95,414.61,232.18,100.13,49.32,36.2,398.27,235.5,271.36,231.95
7372.0,107.68,414.27,232.64,100.59,49.31,35.88,398.59,235.83,271.55,231.96
7372.5,107.4,413.94,233.09,101.05,49.3,35.57,398.91,236.16,271.74,231.98
7373.0,107.12,413.6,233.55,101.52,49.29,35.25,399.23,236.48,271.94,232.0
7373.5,106.85,413.27,234.01,101.98,49.28,34.93,399.55,236.81,272.13,232.01
7374.0,106.57,412.93,234.47,102.44,49.27,34.62,399.87,237.14,272.32,232.03
7374.5,106.29,412.6,234.93,102.9,49.27,34.3,400.19,237.46,272.52,232.05
7375.0,106.02,412.26,235.38,103.37,49.26,33.98,400.51,237.79,272.71,232.07
7375.5,105.74,411.93,235.84,103.83,49.25,33.66,400.83,238.12,272.91,232.08
7376.0,105.46,411.59,236.3,104.29,49.24,33.35,401.15,238.44,273.1,232.1
7376.5,105.18,411.26,236.76,104.75,49.23,33.03,401.47,238.77,273.29,232.12
7377.0,104.91,410.92,237.21,105.21,49.22,32.71,401.79,239.1,273.49,232.13
7377.5,104.63,410.59,237.67,105.68,49.22,32.4,402.1,239.43,273.68,232.15
7378.0,104.35,410.25,238.13,106.14,49.21,32.08,402.42,239.75,273.88,232.17
7378.5,104.08,409.92,238.59,106.6,49.2,31.76,402.74,240.08,274.07,232.18
7379.0,103.8,409.58,239.05,107.06,49.19,31.45,403.06,240.41,274.26,232.2
7379.5,103.52,409.25,239.5,107.53,49.18,31.13,403.38,240.73,274.46,232.22
7380.0,103.25,408.91,239.96,107.99,49.17,30.81,403.7,241.06,274.65,232.24
7380.5,102.97,408.58,240.42,108.45,49.16,30.5,404.02,241.39,274.85,232.25
7381.0,102.69,408.24,240.88,108.91,49.16,30.18,404.34,241.71,275.04,232.27
7381.5,102.41,407.91,241.34,109.38,49.15,29.86,404.66,242.04,275.23,232.29
7382.0,102.14,407.57,241.79,109.84,49.14,29.54,404.98,242.37,275.43,232.3
7382.5,101.86,407.24,242.25,110.3,49.13,29.23,405.3,242.7,275.62,232.32
7383.0,101.58,406.9,242.71,110.76,49.12,28.91,405.62,243.02,275.82,232.34
7383.5,101.31,406.57,243.17,111.22,49.11,28.59,405.94,243.35,276.01,232.36
7384.0,101.03,406.23,243.63,111.69,49.1,28.28,406.26,243.68,276.2,232.37
7384.5,100.75,405.9,244.08,112.15,49.1,27.96,406.57,244.0,276.4,232.39
7385.0,100.48,405.56,244.54,112.61,49.09,27.64,406.89,244.33,276.59,232.41
7385.5,100.2,405.23,245.0,113.07,49.08,27.33,407.21,244.66,276.78,232.42
7386.0,99.92,404.89,245.46,113.54,49.07,27.01,407.53,244.98,276.98,232.44
7386.5,99.64,404.56,245.91,114.0,49.06,26.69,407.85,245.31,277.17,232.46
7387.0,99.37,404.22,246.37,114.46,49.05,26.38,408.17,245.64,277.37,232.48
7387.5,99.09,403.89,246.83,114.92,49.05,26.06,408.49,245.97,277.56,232.49
7388.0,98.81,403.55,247.29,115.39,49.04,25.74,408.81,246.29,277.75,232.51
7388.5,98.54,403.22,247.75,115.85,49.03,25.43,409.13,246.62,277.95,232.53
7389.0,98.26,402.88,248.2,116.31,49.02,25.11,409.45,246.95,278.14,232.54
7389.5,97.98,402.55,248.66,116.77,49.01,24.79,409.77,247.27,278.34,232.56
7390.0,97.71,402.21,249.12,117.23,49.0,24.47,410.09,247.6,278.53,232.58
7390.5,97.43,401.88,249.58,117.7,48.99,24.16,410.41,247.93,278.72,232.6
7391.0,97.15,401.54,250.04,118.16,48.99,23.84,410.73,248.25,278.92,232.61
7391.5,96.87,401.21,250.49,118.62,48.98,23.52,411.04,248.58,279.11,232.63
7392.0,96.6,400.87,250.95,119.08,48.97,23.21,411.36,248.91,279.31,232.65
7392.5,96.32,400.54,251.41,119.55,48.96,22.89,411.68,249.24,279.5,232.66
7393.0,96.04,400.2,251.87,120.01,48.95,22.57,412.0,249.56,279.69,232.68
7393.5,95.77,399.87,252.33,120.47,48.94,22.26,412.32,249.89,279.89,232.7
7394.0,95.49,399.53,252.78,120.93,48.93,21.94,412.64,250.22,280.08,232.71
7394.5,95.21,399.2,253.24,121.4,48.93,21.62,412.96,250.54,280.27,232.73
7395.0,94.94,398.86,253.7,121.86,48.92,21.31,413.28,250.87,280.47,232.75
7395.5,94.66,398.53,254.16,122.32,48.91,20.99,413.6,251.2,280.66,232.77
7396.0,94.38,398.19,254.61,122.78,48.9,20.67,413.92,251.52,280.86,232.78
7396.5,94.1,397.86,255.07,123.24,48.89,20.35,414.24,251.85,281.05,232.8
7397.0,93.83,397.52,255.53,123.71,48.88,20.04,414.56,252.18,281.24,232.82
7397.5,93.55,397.19,255.99,124.17,48.88,19.72,414.88,252.51,281.44,232.83
7398.0,93.27,396.85,256.45,124.63,48.87,20.04,415.2,252.83,281.63,232.85
7398.5,93.0,396.52,256.9,125.09,48.86,20.35,415.52,253.16,281.83,232.87
7399.0,92.72,396.18,257.36,125.56,48.85,20.67,415.83,253.49,282.02,232.89
7399.5,92.44,395.85,257.82,126.02,48.84,20.99,416.15,253.81,282.21,232.9
7400.0,92.17,395.51,258.28,126.48,48.83,21.31,416.47,254.14,282.41,232.92
7400.5,91.89,395.18,258.74,126.94,48.82,21.62,416.79,254.47,282.6,232.94
7401.0,91.61,394.84,259.19,127.41,48.82,21.94,417.11,254.79,282.8,232.95
7401.5,91.33,394.51,259.65,127.87,48.81,22.26,417.43,255.12,282.99,232.97
7402.0,91.06,394.17,260.11,128.33,48.8,22.57,417.75,255.45,283.18,232.99
7402.5,90.78,393.84,260.57,128.79,48.79,22.89,418.07,255.78,283.38,233.01
7403.0,90.5,393.5,261.03,129.25,48.78,23.21,418.39,256.1,283.57,233.02
7403.5,90.23,393.17,261.48,129.72,48.77,23.52,418.71,256.43,283.76,233.04
7404.0,89.95,392.83,261.94,130.18,48.76,23.84,419.03,256.76,283.96,233.06
7404.5,89.67,392.5,262.4,130.64,48.76,24.16,419.35,257.08,284.15,233.07
7405.0,89.4,392.16,262.86,131.1,48.75,24.47,419.67,257.41,284.35,233.09
7405.5,89.12,391.83,263.31,131.57,48.74,24.79,419.99,257.74,284.54,233.11
7406.0,88.84,391.49,263.77,132.03,48.73,25.11,420.3,258.06,284.73,233.13
7406.5,88.56,391.16,264.23,132.49,48.72,25.43,420.62,258.39,284.93,233.14
7407.0,88.29,390.82,264.69,132.95,48.71,25.74,420.94,258.72,285.12,233.16
7407.5,88.01,390.49,265.15,133.42,48.71,26.06,421.26,259.05,285.32,233.18
7408.0,87.73,390.15,265.6,133.88,48.7,26.38,421.58,259.37,285.51,233.19
7408.5,87.46,389.82,266.06,134.34,48.69,26.69,421.9,259.7,285.7,233.21
7409.0,87.18,389.48,266.52,134.8,48.68,27.01,422.22,260.03,285.9,233.23
7409.5,86.9,389.15,266.98,135.26,48.67,27.33,422.54,260.35,286.09,233.24
7410.0,86.63,388.81,267.44,135.73,48.66,27.64,422.86,260.68,286.29,233.26
7410.5,86.35,388.48,267.89,136.19,48.65,27.96,423.18,261.01,286.48,233.28
7411.0,86.07,388.14,268.35,136.65,48.65,28.28,423.5,261.33,286.67,233.3
7411.5,85.79,387.81,268.81,137.11,48.64,28.59,423.82,261.66,286.87,233.31
7412.0,85.52,387.47,269.27,137.58,48.63,28.91,424.14,261.99,287.06,233.33
7412.5,85.24,387.14,269.73,138.04,48.62,29.23,424.46,262.32,287.26,233.35
7413.0,84.96,386.8,270.18,138.5,48.61,29.54,424.77,262.64,287.45,233.36
7413.5,84.69,386.47,270.64,138.96,48.6,29.86,425.09,262.97,287.64,233.38
7414.0,84.41,386.13,271.1,139.43,48.59,30.18,425.41,263.3,287.84,233.4
7414.5,84.13,385.8,271.56,139.89,48.59,30.5,425.73,263.62,288.03,233.42
7415.0,83.86,385.46,272.01,140.35,48.58,30.81,426.05,263.95,288.22,233.43
7415.5,83.58,385.13,272.47,140.81,48.57,31.13,426.37,264.28,288.42,233.45
7416.0,83.3,384.79,272.93,141.27,48.56,31.45,426.69,264.6,288.61,233.47
7416.5,83.02,384.46,273.39,141.74,48.55,31.76,427.01,264.93,288.81,233.48
7417.0,82.75,384.12,273.85,142.2,48.54,32.08,427.33,265.26,289.0,233.5
7417.5,82.47,383.79,274.3,142.66,48.54,32.4,427.65,265.59,289.19,233.52
7418.0,82.19,383.45,274.76,143.12,48.53,32.71,427.97,265.91,289.39,233.54
7418.5,81.92,383.12,275.22,143.59,48.52,33.03,428.29,266.24,289.58,233.55
7419.0,81.64,382.78,275.68,144.05,48.51,33.35,428.61,266.57,289.78,233.57
7419.5,81.36,382.45,276.14,144.51,48.5,33.66,428.93,266.89,289.97,233.59
7420.0,81.09,382.11,276.59,144.97,48.49,33.98,429.24,267.22,290.16,233.6
7420.5,80.81,381.78,277.05,145.43,48.48,34.3,429.56,267.55,290.36,233.62
7421.0,80.53,381.44,277.51,145.9,48.48,34.62,429.88,267.87,290.55,233.64
7421.5,80.25,381.11,277.97,146.36,48.47,34.93,430.2,268.2,290.75,233.66
7422.0,79.98,380.77,278.43,146.82,48.46,35.25,430.52,268.53,290.94,233.67
7422.5,79.7,380.44,278.88,147.28,48.45,35.57,430.84,268.86,291.13,233.69
7423.0,79.42,380.1,279.34,147.75,48.44,35.88,431.16,269.18,291.33,233.71
7423.5,79.15,379.77,279.8,148.21,48.43,36.2,431.48,269.51,291.52,233.72
7424.0,78.87,379.43,280.26,148.67,48.42,36.52,431.8,269.84,291.71,233.74
7424.5,78.59,379.1,280.72,149.13,48.42,36.83,432.12,270.16,291.91,233.76
7425.0,78.32,378.76,281.17,149.6,48.41,37.15,432.44,270.49,292.1,233.78
7425.5,78.04,378.43,281.63,150.06,48.4,37.47,432.76,270.82,292.3,233.79
7426.0,77.76,378.09,282.09,150.52,48.39,37.78,433.08,271.14,292.49,233.81
7426.5,77.48,377.76,282.55,150.98,48.38,38.1,433.4,271.47,292.68,233.83
7427.0,77.21,377.42,283.0,151.44,48.37,38.42,433.72,271.8,292.88,233.84
7427.5,76.93,377.09,283.46,151.91,48.37,38.73,434.03,272.13,293.07,233.86
7428.0,76.65,376.75,283.92,152.37,48.36,39.05,434.35,272.45,293.27,233.88
7428.5,76.38,376.42,284.38,152.83,48.35,39.37,434.67,272.78,293.46,233.89
7429.0,76.1,376.08,284.84,153.29,48.34,39.69,434.99,273.11,293.65,233.91
7429.5,75.82,375.75,285.29,153.76,48.33,40.0,435.31,273.43,293.85,233.93
7430.0,75.55,375.41,285.75,154.22,48.32,40.32,435.63,273.76,294.04,233.95
7430.5,75.27,375.08,286.21,154.68,48.31,40.64,435.95,274.09,294.24,233.96
7431.0,74.99,374.74,286.67,155.14,48.31,40.95,436.27,274.41,294.43,233.98
7431.5,74.71,374.41,287.13,155.61,48.3,41.27,436.59,274.74,294.62,234.0
7432.0,74.44,374.07,287.58,156.07,48.29,41.59,436.91,275.07,294.82,234.01
7432.5,74.16,373.74,288.04,156.53,48.28,41.9,437.23,275.4,295.01,234.03
7433.0,73.88,373.4,288.5,156.99,48.27,42.22,437.55,275.72,295.21,234.05
7433.5,73.61,373.07,288.96,157.45,48.26,42.54,437.87,276.05,295.4,234.07
7434.0,73.33,372.73,289.42,157.92,48.25,42.85,438.19,276.38,295.59,234.08
7434.5,73.05,372.4,289.87,158.38,48.25,43.17,438.5,276.7,295.79,234.1
7435.0,72.78,372.06,290.33,158.84,48.24,43.49,438.82,277.03,295.98,234.12
7435.5,72.5,371.73,290.79,159.3,48.23,43.81,439.14,277.36,296.17,234.13
7436.0,72.22,371.39,291.25,159.77,48.22,44.12,439.46,277.68,296.37,234.15
7436.5,71.94,371.06,291.7,160.23,48.21,44.44,439.78,278.01,296.56,234.17
7437.0,71.67,370.72,292.16,160.69,48.2,44.76,440.1,278.34,296.76,234.19
7437.5,71.39,370.39,292.62,161.15,48.2,45.07,440.42,278.67,296.95,234.2
7438.0,71.11,370.05,293.08,161.62,48.19,45.39,440.74,278.99,297.14,234.22
7438.5,70.84,369.72,293.54,162.08,48.18,45.71,441.06,279.32,297.34,234.24
7439.0,70.56,369.38,293.99,162.54,48.17,46.02,441.38,279.65,297.53,234.25
7439.5,70.28,369.05,294.45,163.0,48.16,46.34,441.7,279.97,297.73,234.27
7440.0,70.01,368.71,294.91,163.46,48.15,46.66,442.02,280.3,297.92,234.29
7440.5,69.73,368.38,295.37,163.93,48.14,46.97,442.34,280.63,298.11,234.31
7441.0,69.45,368.04,295.83,164.39,48.14,47.29,442.66,280.95,298.31,234.32
7441.5,69.17,367.71,296.28,164.85,48.13,47.61,442.97,281.28,298.5,234.34
7442.0,68.9,367.37,296.74,165.31,48.12,47.92,443.29,281.61,298.7,234.36
7442.5,68.62,367.04,297.2,165.78,48.11,48.24,443.61,281.94,298.89,234.37
7443.0,68.34,366.7,297.66,166.24,48.1,48.56,443.93,282.26,299.08,234.39
7443.5,68.07,366.37,298.12,166.7,48.09,48.88,444.25,282.59,299.28,234.41
7444.0,67.79,366.03,298.57,167.16,48.08,49.19,444.57,282.92,299.47,234.42
7444.5,67.51,365.7,299.03,167.63,48.08,49.51,444.89,283.24,299.66,234.44
7445.0,67.24,365.36,299.49,168.09,48.07,49.83,445.21,283.57,299.86,234.46
7445.5,66.96,365.03,299.95,168.55,48.06,50.14,445.53,283.9,300.05,234.48
7446.0,66.68,364.69,300.4,169.01,48.05,50.46,445.85,284.22,300.25,234.49
7446.5,66.4,364.36,300.86,169.47,48.04,50.78,446.17,284.55,300.44,234.51
7447.0,66.13,364.02,301.32,169.94,48.03,51.09,446.49,284.88,300.63,234.53
7447.5,65.85,363.69,301.78,170.4,48.03,51.41,446.81,285.21,300.83,234.54
7448.0,65.57,363.35,302.24,170.86,48.02,51.73,447.13,285.53,301.02,234.56
7448.5,65.3,363.02,302.69,171.32,48.01,52.04,447.45,285.86,301.22,234.58
7449.0,65.02,362.68,303.15,171.79,48.0,52.36,447.76,286.19,301.41,234.6
7449.5,64.74,362.35,303.61,172.25,47.99,52.68,448.08,286.51,301.6,234.61
7450.0,64.47,362.01,304.07,172.71,47.98,53.0,448.4,286.84,301.8,234.63
7450.5,64.19,361.68,304.53,173.17,47.97,53.31,448.72,287.17,301.99,234.65
7451.0,63.91,361.34,304.98,173.64,47.97,53.63,449.04,287.49,302.19,234.66
7451.5,63.63,361.01,305.44,174.1,47.96,53.95,449.36,287.82,302.38,234.68
7452.0,63.36,360.67,305.9,174.56,47.95,54.26,449.68,288.15,302.57,234.7
7452.5,63.08,360.34,306.36,175.02,47.94,54.58,450.0,288.48,302.77,234.72
7453.0,62.8,360.0,306.82,175.48,47.93,54.9,450.32,288.8,302.96,234.73
7453.5,62.53,359.67,307.27,175.95,47.92,55.21,450.64,289.13,303.15,234.75
7454.0,62.25,359.33,307.73,176.41,47.91,55.53,450.96,289.46,303.35,234.77
7454.5,61.97,359.0,308.19,176.87,47.91,55.85,451.28,289.78,303.54,234.78
7455.0,61.7,358.66,308.65,177.33,47.9,56.16,451.6,290.11,303.74,234.8
7455.5,61.42,358.33,309.1,177.8,47.89,56.48,451.92,290.44,303.93,234.82
7456.0,61.14,357.99,309.56,178.26,47.88,56.8,452.23,290.76,304.12,234.84
7456.5,60.86,357.66,310.02,178.72,47.87,57.12,452.55,291.09,304.32,234.85
7457.0,60.59,357.32,310.48,179.18,47.86,57.43,452.87,291.42,304.51,234.87
7457.5,60.31,356.99,310.94,179.65,47.86,57.75,453.19,291.75,304.71,234.89
7458.0,60.03,356.65,311.39,180.11,47.85,58.07,453.51,292.07,304.9,234.9
7458.5,59.76,356.32,311.85,180.57,47.84,58.38,453.83,292.4,305.09,234.92
7459.0,59.48,355.98,312.31,181.03,47.83,58.7,454.15,292.73,305.29,234.94
7459.5,59.2,355.65,312.77,181.49,47.82,59.02,454.47,293.05,305.48,234.95
7460.0,58.93,355.31,313.23,181.96,47.81,59.33,454.79,293.38,305.68,234.97
7460.5,58.65,354.98,313.68,182.42,47.8,59.65,455.11,293.71,305.87,234.99
7461.0,58.37,354.64,314.14,182.88,47.8,59.97,455.43,294.03,306.06,235.01
7461.5,58.09,354.31,314.6,183.34,47.79,60.28,455.75,294.36,306.26,235.02
7462.0,57.82,353.97,315.06,183.81,47.78,60.6,456.07,294.69,306.45,235.04
7462.5,57.54,353.64,315.52,184.27,47.77,60.92,456.39,295.02,306.65,235.06
7463.0,57.26,353.3,315.97,184.73,47.76,61.23,456.7,295.34,306.84,235.07
7463.5,56.99,352.97,316.43,185.19,47.75,61.55,457.02,295.67,307.03,235.09
7464.0,56.71,352.63,316.89,185.66,47.74,61.87,457.34,296.0,307.23,235.11
7464.5,56.43,352.3,317.35,186.12,47.74,62.19,457.66,296.32,307.42,235.13
7465.0,56.16,351.96,317.8,186.58,47.73,62.5,457.98,296.65,307.61,235.14
7465.5,55.88,351.63,318.26,187.04,47.72,62.82,458.3,296.98,307.81,235.16
7466.0,55.6,351.29,318.72,187.5,47.71,63.14,458.62,297.3,308.0,235.18
7466.5,55.32,350.96,319.18,187.97,47.7,63.45,458.94,297.63,308.2,235.19
7467.0,55.05,350.62,319.64,188.43,47.69,63.77,459.26,297.96,308.39,235.21
7467.5,54.77,350.29,320.09,188.89,47.69,64.09,459.58,298.29,308.58,235.23
7468.0,54.49,349.95,320.55,189.35,47.68,64.4,459.9,298.61,308.78,235.25
7468.5,54.22,349.62,321.01,189.82,47.67,64.72,460.22,298.94,308.97,235.26
7469.0,53.94,349.28,321.47,190.28,47.66,65.04,460.54,299.27,309.17,235.28
7469.5,53.66,348.95,321.93,190.74,47.65,65.35,460.86,299.59,309.36,235.3
7470.0,53.39,348.61,322.38,191.2,47.64,65.67,461.17,299.92,309.55,235.31
7470.5,53.11,348.28,322.84,191.66,47.63,65.99,461.49,300.25,309.75,235.33
7471.0,52.83,347.94,323.3,192.13,47.63,66.31,461.81,300.57,309.94,235.35
7471.5,52.55,347.61,323.76,192.59,47.62,66.62,462.13,300.9,310.14,235.37
7472.0,52.28,347.27,324.22,193.05,47.61,66.94,462.45,301.23,310.33,235.38
7472.5,52.0,346.94,324.67,193.51,47.6,67.26,462.77,301.56,310.52,235.4
7473.0,51.72,346.6,325.13,193.98,47.59,67.57,463.09,301.88,310.72,235.42
7473.5,51.45,346.27,325.59,194.44,47.58,67.89,463.41,302.21,310.91,235.43
7474.0,51.17,345.93,326.05,194.9,47.57,68.21,463.73,302.54,311.1,235.45
7474.5,50.89,345.6,326.51,195.36,47.57,68.52,464.05,302.86,311.3,235.47
7475.0,50.62,345.26,326.96,195.83,47.56,68.84,464.37,303.19,311.49,235.49
7475.5,50.34,344.93,327.42,196.29,47.55,69.16,464.69,303.52,311.69,235.5
7476.0,50.06,344.59,327.88,196.75,47.54,69.47,465.01,303.84,311.88,235.52
7476.5,49.78,344.26,328.34,197.21,47.53,69.79,465.33,304.17,312.07,235.54
7477.0,49.51,343.92,328.79,197.67,47.52,70.11,465.65,304.5,312.27,235.55
7477.5,49.23,343.59,329.25,198.14,47.52,70.42,465.96,304.83,312.46,235.57
7478.0,48.95,343.25,329.71,198.6,47.51,70.74,466.28,305.15,312.66,235.59
7478.5,48.68,342.92,330.17,199.06,47.5,71.06,466.6,305.48,312.85,235.6
7479.0,48.4,342.58,330.63,199.52,47.49,71.38,466.92,305.81,313.04,235.62
7479.5,48.12,342.25,331.08,199.99,47.48,71.69,467.24,306.13,313.24,235.64
7480.0,47.85,341.91,331.54,200.45,47.47,72.01,467.56,306.46,313.43,235.66
7480.5,47.57,341.58,332.0,200.91,47.46,72.33,467.88,306.79,313.63,235.67
7481.0,47.29,341.24,332.46,201.37,47.46,72.64,468.2,307.11,313.82,235.69
